migrationfrom,migrationto,year,n_migrations,n_migrations_back,netmigrations
PH,,2022.0,1291,0,1291
,TR,2000.0,4035,0,4035
AT,,2024.0,15620,0,15620
CH,,2011.0,2086,0,2086
IR,,2020.0,9478,0,9478
,IL,2004.0,2361,0,2361
KR,,2014.0,2854,0,2854
,TN,2009.0,1244,0,1244
,CU,2011.0,528,0,528
PE,,2016.0,550,0,550
CZ,,2021.0,3185,0,3185
,IL,1996.0,2732,0,2732
SG,,2023.0,6135,0,6135
,RO,2003.0,678,0,678
,PK,2014.0,2761,0,2761
,TW,2013.0,3591,0,3591
SK,,2008.0,163,0,163
,NO,2011.0,1845,0,1845
VN,,2020.0,305,0,305
,VU,2008.0,2,0,2
,SG,2003.0,1112,0,1112
,MA,2009.0,822,0,822
MA,,2014.0,315,0,315
,PH,2012.0,712,0,712
,ID,2004.0,1149,0,1149
,DK,2013.0,2487,0,2487
nan,,2024.0,3153,0,3153
TN,,2019.0,1368,0,1368
,CL,2013.0,1987,0,1987
,NG,2010.0,2354,0,2354
BR,,2007.0,1880,0,1880
NZ,,2001.0,216,0,216
,CR,2013.0,358,0,358
TN,,2017.0,784,0,784
TW,,1999.0,470,0,470
,ID,1996.0,332,0,332
UA,,2011.0,654,0,654
PL,,2007.0,1014,0,1014
SY,,2017.0,100,0,100
,MZ,2012.0,68,0,68
,CW,2000.0,13,0,13
RS,,2011.0,249,0,249
BS,,2017.0,5,0,5
GE,,2016.0,124,0,124
,SK,2018.0,612,0,612
,NG,2019.0,1685,0,1685
TH,,2008.0,311,0,311
,BT,2012.0,6,0,6
GW,,2024.0,15,0,15
ZA,,2001.0,305,0,305
,NG,2017.0,3498,0,3498
MC,IT,2005.0,4,0,4
,PS,2011.0,101,0,101
MD,,2000.0,26,0,26
MX,,1999.0,183,0,183
TN,,2010.0,248,0,248
,MN,2011.0,46,0,46
BD,,2004.0,33,0,33
ES,NG,2004.0,1,0,1
NG,,2007.0,339,0,339
SV,,2023.0,77,0,77
,KE,2000.0,216,0,216
PK,CD,2018.0,1,0,1
AE,,2000.0,18,0,18
,SD,2017.0,146,0,146
VG,BE,2009.0,1,0,1
,SY,2009.0,110,0,110
TR,LV,2014.0,1,0,1
CL,,1999.0,88,0,88
MK,,2020.0,186,0,186
,ZM,2015.0,173,0,173
,OM,2002.0,64,0,64
PF,,2024.0,47,0,47
SY,,2019.0,70,0,70
DO,,2024.0,102,0,102
SI,MY,2013.0,3,0,3
CN,MA,2002.0,1,0,1
,LV,2016.0,288,0,288
RO,,2006.0,125,0,125
ZA,CG,2021.0,2,0,2
AM,,2016.0,111,0,111
,OM,2005.0,112,0,112
DO,PE,2013.0,1,0,1
,BA,2001.0,83,0,83
GY,,2023.0,17,0,17
RO,BD,2020.0,2,0,2
MD,FI,2009.0,2,0,2
KG,,2021.0,61,0,61
IR,LU,2018.0,2,0,2
DE,YE,2012.0,1,0,1
,SD,2010.0,120,0,120
PG,,2022.0,39,0,39
,BN,2016.0,37,0,37
SK,HK,2016.0,1,0,1
US,AO,2011.0,3,0,3
,UG,2018.0,435,0,435
PK,NG,2023.0,1,0,1
BI,CN,2014.0,1,0,1
EG,SG,2023.0,3,0,3
,AO,2001.0,10,0,10
,AL,2003.0,15,0,15
MA,BW,2009.0,1,0,1
BR,KH,2022.0,1,0,1
,SD,2019.0,100,0,100
AG,,2001.0,1,0,1
SN,,2009.0,23,0,23
DE,MA,1997.0,2,0,2
PH,EG,2009.0,2,0,2
BH,,2005.0,6,0,6
JO,PL,2022.0,1,0,1
,GH,1998.0,118,0,118
,GH,1997.0,117,0,117
DE,JM,2009.0,2,0,2
GP,,2019.0,22,0,22
MA,MN,2020.0,1,0,1
NL,KW,2019.0,1,0,1
AR,SA,2022.0,2,0,2
,ME,2001.0,27,0,27
BR,MD,2021.0,1,0,1
GR,MT,2020.0,3,0,3
,BO,1997.0,28,0,28
HN,CU,2001.0,1,0,1
TZ,IL,1999.0,1,0,1
BG,NL,2002.0,6,0,6
,IQ,2020.0,56,0,56
BD,MX,2012.0,2,0,2
BF,,2004.0,4,0,4
ZA,SD,2011.0,2,0,2
BW,TZ,2011.0,1,0,1
AT,AL,2019.0,1,0,1
KE,CN,1999.0,2,0,2
MY,KZ,2021.0,3,0,3
EG,BF,2021.0,1,0,1
RO,SK,2018.0,8,0,8
DE,PS,2001.0,1,0,1
,NC,2012.0,16,0,16
FR,YE,2001.0,1,0,1
BW,UG,2019.0,2,0,2
TG,,2013.0,6,0,6
BH,,2002.0,8,0,8
UY,AU,2003.0,2,0,2
GP,,2017.0,36,0,36
,ER,2004.0,6,0,6
IL,GE,2007.0,1,0,1
NZ,KZ,2013.0,1,0,1
BG,SG,2017.0,1,0,1
VG,PT,2017.0,1,0,1
MX,PA,1998.0,4,0,4
FR,CF,2016.0,3,0,3
VG,,2001.0,4,0,4
MA,GR,2011.0,1,0,1
MA,JO,2015.0,1,0,1
IL,SI,2010.0,1,0,1
BN,KR,2005.0,1,0,1
,GM,2006.0,12,0,12
TH,SA,2010.0,2,0,2
,BO,1998.0,20,0,20
JO,,2000.0,27,0,27
VU,CH,2017.0,1,0,1
TN,TZ,2019.0,1,0,1
NZ,RO,2016.0,1,0,1
IE,EE,2019.0,1,0,1
SY,,2010.0,29,0,29
IE,VN,2017.0,6,0,6
AR,UA,2012.0,3,0,3
SL,,2000.0,1,0,1
CW,,2003.0,6,0,6
TT,,1999.0,4,0,4
RU,AR,2017.0,4,0,4
EC,AO,2019.0,1,0,1
NZ,PL,2007.0,4,0,4
NI,,2014.0,14,0,14
SI,BR,2021.0,1,0,1
RO,NZ,2015.0,1,0,1
DE,SL,1998.0,1,0,1
UG,TZ,2012.0,1,0,1
JP,QA,1999.0,1,0,1
KE,EG,2015.0,3,0,3
NP,,2011.0,36,0,36
RS,SG,2018.0,2,0,2
AT,ET,2007.0,1,0,1
TR,KZ,2000.0,5,0,5
GA,CH,2019.0,1,0,1
UG,LR,2017.0,2,0,2
MW,,2009.0,13,0,13
KR,BN,2017.0,1,0,1
GP,,2010.0,6,0,6
BN,nan,2022.0,1,0,1
MR,,2012.0,1,0,1
GN,,2011.0,4,0,4
SM,,2023.0,6,0,6
ZM,TH,2012.0,1,0,1
MG,,2009.0,7,0,7
ZA,IL,2014.0,2,0,2
GR,CL,2014.0,2,0,2
IN,UY,2008.0,2,0,2
SG,RS,2010.0,1,0,1
GB,GY,2016.0,1,0,1
CA,CR,2000.0,3,0,3
NO,EG,2016.0,2,0,2
TR,PG,2012.0,1,0,1
BN,ES,2014.0,1,0,1
RU,LU,2008.0,2,0,2
CU,DO,2011.0,2,0,2
TZ,IQ,2022.0,1,0,1
HK,UY,2011.0,1,0,1
ML,IN,1999.0,5,0,5
ES,PY,1997.0,1,0,1
CO,PA,2006.0,1,0,1
LV,NO,2011.0,1,0,1
UG,LY,2017.0,1,0,1
SA,BA,2019.0,1,0,1
RO,SE,2004.0,3,0,3
LV,CZ,2003.0,2,0,2
PK,PS,2003.0,1,0,1
PH,nan,2002.0,1,0,1
BG,MY,2020.0,1,0,1
MZ,,2003.0,5,0,5
PK,IE,2009.0,4,0,4
MR,CM,2017.0,1,0,1
PY,BE,2017.0,2,0,2
HU,EE,2004.0,1,0,1
LK,RS,2019.0,2,0,2
SD,FR,2011.0,1,0,1
IE,PG,2001.0,1,0,1
ID,,1998.0,12,0,12
,SO,1994.0,2,0,2
SO,IT,2013.0,1,0,1
IT,SS,2018.0,1,0,1
PL,IS,2021.0,2,0,2
BF,FI,2018.0,1,0,1
BE,LY,2008.0,1,0,1
PL,CG,2014.0,1,0,1
QA,NG,2009.0,1,0,1
,BW,2020.0,3,0,3
BG,DK,2007.0,2,0,2
CO,NO,2018.0,3,0,3
MK,PT,2018.0,1,0,1
OM,CH,2014.0,1,0,1
IN,BB,2009.0,1,0,1
TN,MT,2022.0,1,0,1
JP,LA,2013.0,1,0,1
ID,MA,2016.0,1,0,1
BS,,2010.0,5,0,5
CL,JM,2008.0,1,0,1
IL,RO,1999.0,3,0,3
MX,AT,1999.0,3,0,3
PG,GB,2001.0,3,0,3
MK,ES,2009.0,1,0,1
JP,LB,2010.0,2,0,2
HR,SE,2015.0,4,0,4
CA,ZW,2018.0,1,0,1
,HT,1994.0,1,0,1
ET,NG,2007.0,2,0,2
HR,DK,2013.0,3,0,3
MA,RU,2008.0,2,0,2
,SZ,1999.0,3,0,3
NO,XK,2020.0,2,0,2
UY,CU,2002.0,1,0,1
ES,TN,2006.0,3,0,3
BW,JM,2002.0,1,0,1
MA,BD,2010.0,5,0,5
DK,FO,2014.0,2,0,2
GH,DE,2003.0,2,0,2
IE,KE,2021.0,1,0,1
AT,IE,2004.0,9,0,9
LR,IN,2020.0,2,0,2
TR,SY,2005.0,1,0,1
AU,UZ,2011.0,1,0,1
MX,PA,1997.0,1,0,1
BR,CG,2016.0,1,0,1
BF,MA,2017.0,2,0,2
NG,BH,2022.0,1,0,1
ZW,CG,2010.0,2,0,2
IL,PK,2021.0,1,0,1
CO,AM,2009.0,1,0,1
UG,LR,2019.0,1,0,1
JO,BH,2006.0,2,0,2
,ER,1996.0,4,0,4
JO,NZ,2009.0,1,0,1
SI,SK,2008.0,1,0,1
FR,IS,2002.0,2,0,2
MY,RS,2005.0,1,0,1
DE,TN,2006.0,5,0,5
US,GF,2012.0,1,0,1
ZA,LV,2015.0,1,0,1
FR,ZW,2021.0,1,0,1
CD,ZA,2014.0,1,0,1
BG,CY,1999.0,1,0,1
BA,TH,2010.0,1,0,1
MK,LV,2021.0,1,0,1
AU,LY,2019.0,4,0,4
CU,SE,2005.0,1,0,1
IE,VN,2010.0,2,0,2
BE,CI,2011.0,1,0,1
GR,BD,2011.0,1,0,1
BY,ES,2021.0,1,0,1
IL,ET,2007.0,2,0,2
KR,ZA,2003.0,3,0,3
SD,QA,2014.0,2,0,2
MZ,KG,2021.0,1,0,1
LK,CY,2007.0,1,0,1
BS,,2019.0,6,0,6
IE,GH,2007.0,1,0,1
PL,BH,2006.0,1,0,1
NZ,KG,2018.0,1,0,1
CH,BH,2015.0,2,0,2
NZ,RW,2018.0,1,0,1
EG,JO,2023.0,1,0,1
MW,NO,2012.0,1,0,1
GA,MG,2009.0,1,0,1
PF,ES,2013.0,1,0,1
JP,MK,2017.0,2,0,2
FR,KZ,2008.0,2,0,2
IS,SG,2012.0,2,0,2
PH,nan,2005.0,1,0,1
BN,FJ,2016.0,1,0,1
IR,AF,2014.0,1,0,1
US,BB,2010.0,3,0,3
UY,HN,2022.0,1,0,1
TW,CA,2023.0,1,0,1
JP,PY,2007.0,1,0,1
PW,US,2001.0,1,0,1
GB,NA,2002.0,1,0,1
SD,PE,2007.0,1,0,1
IN,PA,2012.0,4,0,4
NZ,KE,2008.0,1,0,1
SA,SK,2020.0,1,0,1
ME,RU,2008.0,1,0,1
ZW,TH,2022.0,2,0,2
BI,GA,2020.0,1,0,1
UA,HK,2017.0,1,0,1
RO,CY,2018.0,1,0,1
MD,CH,2002.0,3,0,3
LY,,1998.0,2,0,2
PK,IQ,2006.0,1,0,1
PH,MU,2012.0,1,0,1
NG,DZ,2018.0,2,0,2
LU,RU,2016.0,1,0,1
NG,ET,2005.0,1,0,1
NO,SI,2003.0,1,0,1
CA,GA,2007.0,1,0,1
AU,GH,2009.0,3,0,3
JO,CZ,2013.0,1,0,1
ST,,2014.0,4,0,4
PS,AE,2004.0,1,0,1
KW,RS,2009.0,1,0,1
IR,GH,2020.0,1,0,1
UY,PL,2013.0,1,0,1
AL,,2002.0,3,0,3
SG,ID,2003.0,1,0,1
ZM,RW,2021.0,3,0,3
EC,CN,2004.0,1,0,1
MW,CH,2013.0,1,0,1
TR,CU,2017.0,1,0,1
QA,IE,2009.0,1,0,1
NI,EC,1998.0,1,0,1
LB,BH,1997.0,1,0,1
CU,nan,2008.0,1,0,1
UY,CN,2011.0,1,0,1
ZA,GE,2002.0,1,0,1
RS,UA,2000.0,1,0,1
JO,KW,2003.0,2,0,2
ES,LU,2023.0,1,0,1
CU,NZ,2019.0,1,0,1
PK,NL,1999.0,1,0,1
LB,NL,2022.0,2,0,2
NL,HR,2003.0,2,0,2
GW,DE,2011.0,1,0,1
TN,SE,2011.0,2,0,2
NG,MW,2021.0,1,0,1
BI,nan,2017.0,1,0,1
CO,IE,2021.0,2,0,2
SY,PK,2011.0,1,0,1
AM,ID,2012.0,2,0,2
ME,,2011.0,4,0,4
VN,HU,2009.0,1,0,1
HR,RO,2017.0,6,0,6
MX,XK,2018.0,1,0,1
KW,SE,2005.0,1,0,1
CM,ES,2018.0,3,0,3
DK,BY,2004.0,1,0,1
TT,IQ,2021.0,1,0,1
NZ,PK,2024.0,1,0,1
FR,OM,2007.0,1,0,1
EC,AT,2018.0,3,0,3
MA,SY,2010.0,2,0,2
EE,IN,1998.0,1,0,1
GB,VG,2002.0,2,0,2
JM,NZ,1998.0,1,0,1
PK,TZ,2010.0,1,0,1
IN,MU,2020.0,1,0,1
CL,KN,2018.0,1,0,1
PH,TH,2001.0,1,0,1
BY,JP,2012.0,1,0,1
JO,HU,2016.0,1,0,1
CG,MW,2018.0,1,0,1
LI,DE,2021.0,5,0,5
GA,AT,2017.0,1,0,1
RS,BR,2003.0,2,0,2
IS,FI,2007.0,2,0,2
EC,PL,2014.0,1,0,1
AL,XK,2008.0,1,0,1
GM,JP,2000.0,1,0,1
GB,EC,2007.0,2,0,2
KY,,2008.0,1,0,1
NO,MY,2008.0,2,0,2
ET,AU,2001.0,1,0,1
FJ,MY,2018.0,2,0,2
NL,LA,2012.0,1,0,1
FI,LT,2013.0,3,0,3
MY,HK,2017.0,1,0,1
MX,RO,2017.0,2,0,2
BE,PS,2009.0,1,0,1
IE,EE,2017.0,1,0,1
LA,NZ,2012.0,1,0,1
ER,,2008.0,2,0,2
JO,PH,2014.0,1,0,1
VN,CH,2007.0,1,0,1
KR,LV,2001.0,1,0,1
AL,GB,2004.0,1,0,1
MK,NZ,2017.0,1,0,1
LK,TH,2008.0,3,0,3
PE,CL,2023.0,3,0,3
SE,MZ,2015.0,5,0,5
NG,FI,2004.0,1,0,1
PL,AR,2019.0,2,0,2
MK,KZ,2017.0,1,0,1
UG,ET,2016.0,2,0,2
BW,ZW,2017.0,2,0,2
PS,AR,2020.0,1,0,1
IT,MQ,2012.0,1,0,1
NI,PY,2017.0,3,0,3
BR,CV,2013.0,1,0,1
ZA,LY,2021.0,1,0,1
CZ,AE,2021.0,1,0,1
BB,DE,2010.0,1,0,1
SE,IE,2023.0,1,0,1
DE,GD,2014.0,1,0,1
NO,BW,2015.0,1,0,1
PH,CU,2003.0,1,0,1
CR,IE,2019.0,2,0,2
TN,PG,2009.0,1,0,1
DE,DZ,2002.0,2,0,2
BY,EC,2010.0,1,0,1
ML,MX,2006.0,2,0,2
JO,IN,1998.0,1,0,1
CU,MD,2016.0,1,0,1
nan,JM,1998.0,1,0,1
DE,BN,2015.0,2,0,2
,PF,2007.0,10,0,10
ET,SY,2015.0,1,0,1
IR,AL,2010.0,1,0,1
FJ,nan,2018.0,1,0,1
HR,RU,2003.0,1,0,1
UG,DE,2003.0,1,0,1
SK,DO,2019.0,1,0,1
CG,LU,2019.0,1,0,1
BI,NO,2007.0,1,0,1
LU,GN,2018.0,2,0,2
SI,TR,2012.0,3,0,3
MK,PL,2007.0,2,0,2
AL,NL,2004.0,1,0,1
DE,OM,2001.0,2,0,2
BJ,GH,2020.0,1,0,1
IT,NZ,2000.0,2,0,2
FI,MW,2018.0,2,0,2
MW,NZ,2005.0,1,0,1
GR,VE,2011.0,1,0,1
ZM,SG,2017.0,1,0,1
BH,nan,2020.0,2,0,2
FJ,BG,2017.0,1,0,1
AM,PE,2013.0,1,0,1
VN,CF,2005.0,1,0,1
GR,AL,2010.0,1,0,1
MD,BR,2006.0,1,0,1
FI,PG,2016.0,1,0,1
SY,BH,2011.0,1,0,1
GB,IM,2009.0,2,0,2
OM,TR,2012.0,1,0,1
DK,MZ,2002.0,1,0,1
HU,KW,2008.0,1,0,1
TG,CG,2015.0,1,0,1
LU,EE,2018.0,1,0,1
NL,GM,2019.0,1,0,1
CR,SE,2000.0,1,0,1
RO,EE,2018.0,1,0,1
BA,IT,2009.0,1,0,1
AT,IR,2000.0,1,0,1
MT,IT,2006.0,1,0,1
MX,PL,2006.0,2,0,2
NI,GT,2020.0,1,0,1
SA,LB,2000.0,2,0,2
PK,AM,2023.0,1,0,1
NO,AT,2001.0,2,0,2
KR,BG,2000.0,1,0,1
ES,MT,2022.0,2,0,2
US,GA,1998.0,1,0,1
BY,MD,2005.0,1,0,1
BE,IQ,2013.0,1,0,1
RS,AG,2022.0,1,0,1
NG,RW,2022.0,1,0,1
DK,SK,2003.0,1,0,1
PE,PL,2003.0,1,0,1
MY,IL,2004.0,1,0,1
DK,GM,2019.0,1,0,1
UZ,KR,2001.0,2,0,2
MM,AU,2004.0,1,0,1
BR,DK,1997.0,1,0,1
LK,BN,2009.0,1,0,1
SE,BH,2020.0,1,0,1
DE,MZ,2016.0,1,0,1
ME,GB,2018.0,2,0,2
CD,GB,2008.0,1,0,1
LK,ET,2021.0,1,0,1
LV,AT,2021.0,1,0,1
KR,EG,2002.0,2,0,2
BT,CA,2008.0,1,0,1
SV,NL,2002.0,1,0,1
LS,US,2013.0,1,0,1
RS,CO,2020.0,1,0,1
BO,CU,2014.0,1,0,1
PS,NG,2003.0,1,0,1
KR,MY,2005.0,4,2,2
IL,NG,2022.0,2,2,0
KE,NL,2010.0,3,6,-3
NG,SD,2000.0,1,1,0
ZM,US,2003.0,2,1,1
NO,HU,2021.0,3,4,-1
SJ,NO,2006.0,3,4,-1
VE,PY,2008.0,1,2,-1
MY,SD,2022.0,2,6,-4
NZ,GR,2021.0,1,1,0
FI,KR,2022.0,7,6,1
CH,MA,2003.0,1,2,-1
BR,JO,2011.0,1,1,0
MY,ZA,2009.0,1,1,0
PH,SE,2019.0,1,2,-1
PL,MK,2019.0,1,2,-1
KE,BJ,2004.0,1,2,-1
QA,OM,2009.0,2,2,0
PL,ZA,2009.0,1,4,-3
IQ,BH,2021.0,4,6,-2
UG,NZ,2008.0,4,2,2
QA,IR,2010.0,2,1,1
UY,ID,2020.0,1,1,0
JP,ID,2023.0,2,2,0
LV,BE,2012.0,1,1,0
DK,LU,2020.0,2,1,1
TR,BH,2021.0,1,1,0
IR,GR,2015.0,2,2,0
BA,PL,2012.0,2,9,-7
FI,NL,2023.0,1,2,-1
BE,VE,2014.0,1,1,0
ES,LT,2016.0,2,1,1
AT,BE,2002.0,3,6,-3
ES,UG,2009.0,1,1,0
NL,ZM,2022.0,1,1,0
LK,AU,2002.0,2,1,1
IN,SI,2011.0,2,2,0
GB,RS,2001.0,4,6,-2
GH,BH,2007.0,1,1,0
IL,CY,2015.0,1,1,0
MK,CN,2013.0,1,5,-4
PL,AR,2010.0,2,1,1
VN,MX,2003.0,4,2,2
KG,AU,2014.0,1,1,0
EE,NO,2011.0,1,1,0
NG,RO,2015.0,1,1,0
CN,LU,2011.0,1,3,-2
IT,GR,2023.0,3,1,2
CZ,HU,2001.0,2,4,-2
BR,MZ,2007.0,2,1,1
GB,FJ,2020.0,3,1,2
EG,MY,2023.0,1,1,0
MD,IT,2003.0,2,2,0
MW,FR,2017.0,1,2,-1
CZ,BD,2018.0,1,1,0
IE,VN,2019.0,2,1,1
CY,CA,2003.0,1,1,0
BG,AU,2019.0,1,1,0
TW,PL,2004.0,3,3,0
MX,FR,2023.0,1,2,-1
CN,GR,1999.0,1,5,-4
CA,JM,2012.0,2,4,-2
CH,SK,1997.0,4,3,1
BE,SA,1997.0,1,1,0
TH,TW,2004.0,1,1,0
BD,FI,2021.0,3,2,1
PH,SE,2017.0,2,3,-1
BH,ZM,2011.0,1,1,0
PG,US,2007.0,1,4,-3
KR,BD,1997.0,1,1,0
CM,CI,2012.0,2,1,1
LK,DE,2020.0,2,3,-1
PT,VE,2012.0,3,8,-5
IR,DZ,2017.0,1,1,0
AR,BO,2008.0,1,3,-2
IL,EG,2020.0,2,6,-4
UA,KR,2004.0,2,2,0
ZA,BG,2014.0,1,2,-1
IQ,PK,2010.0,1,3,-2
SK,HR,2009.0,1,1,0
DO,CU,2019.0,1,3,-2
KZ,CZ,2018.0,3,2,1
CO,SE,2008.0,1,6,-5
KH,AU,2018.0,2,3,-1
ID,CA,2000.0,1,3,-2
EC,VE,2013.0,4,6,-2
CA,PE,2006.0,2,2,0
PK,ID,2008.0,1,1,0
MA,SY,2017.0,1,1,0
VN,RS,2019.0,1,2,-1
SA,OM,2002.0,2,1,1
CU,HN,2014.0,1,1,0
JO,EG,2006.0,1,2,-1
LK,FR,2017.0,2,1,1
ET,SA,2015.0,2,1,1
EC,DK,2017.0,2,2,0
AE,NZ,2009.0,3,3,0
CO,EC,1999.0,1,1,0
IS,FR,2018.0,3,4,-1
GH,NO,2014.0,1,2,-1
SG,DK,2015.0,2,2,0
BO,DE,2018.0,1,1,0
MZ,ZA,2015.0,1,2,-1
PT,IN,2004.0,1,7,-6
PK,MX,2019.0,2,2,0
IS,NL,2021.0,1,6,-5
HU,PS,2022.0,1,1,0
AG,TR,2016.0,1,31,-30
BG,PT,2015.0,1,2,-1
AE,OM,2011.0,1,5,-4
IR,DZ,2019.0,5,3,2
CR,GB,2009.0,1,3,-2
NZ,IN,1999.0,2,5,-3
BY,GB,2012.0,1,2,-1
MX,ID,2015.0,3,1,2
CM,MA,2022.0,1,1,0
TZ,EG,2013.0,1,1,0
BR,BO,2003.0,1,1,0
NP,nan,2012.0,1,1,0
BS,US,2016.0,2,8,-6
ZA,NA,2010.0,4,3,1
PE,VE,2004.0,2,6,-4
SG,MX,2019.0,1,3,-2
MY,PT,2019.0,1,2,-1
HR,NL,2004.0,1,1,0
SK,PT,2011.0,1,1,0
RO,CL,2008.0,1,1,0
NL,KW,2017.0,1,2,-1
IS,RU,2015.0,1,1,0
GB,BY,2006.0,2,3,-1
VE,nan,2000.0,1,1,0
ZM,MW,2012.0,1,1,0
OM,AE,2007.0,2,2,0
US,AM,1998.0,1,5,-4
US,GD,2007.0,2,4,-2
KR,MY,2002.0,1,2,-1
ZW,AT,2010.0,1,1,0
SS,US,2018.0,2,2,0
GD,IN,2018.0,1,1,0
IE,BH,2021.0,1,1,0
CZ,AM,2013.0,1,2,-1
KE,IT,2002.0,1,1,0
IT,TR,2023.0,2,2,0
KE,PE,2021.0,1,1,0
BR,ZW,2019.0,1,1,0
GR,TR,2015.0,1,4,-3
JP,RS,2018.0,1,3,-2
FR,GR,2023.0,1,2,-1
BJ,BR,2020.0,2,3,-1
nan,EE,2013.0,1,2,-1
VG,ES,2019.0,1,1,0
TW,GE,2020.0,1,1,0
GP,US,2014.0,1,3,-2
UA,GR,2000.0,1,1,0
ME,GR,2021.0,1,3,-2
CO,DK,2010.0,1,1,0
NI,MX,2012.0,1,1,0
DZ,US,2002.0,1,3,-2
DZ,MA,2006.0,1,2,-1
BE,SA,1998.0,1,1,0
LU,PT,2015.0,1,3,-2
QA,SE,2013.0,2,3,-1
FR,UZ,2018.0,1,2,-1
NP,NL,2003.0,1,1,0
CW,BE,2002.0,1,3,-2
CO,IN,2007.0,1,2,-1
PK,RU,2007.0,1,3,-2
PL,TH,2018.0,2,1,1
EC,DK,2019.0,1,1,0
IL,CR,2008.0,1,3,-2
EC,HR,2020.0,1,1,0
CL,HU,2012.0,1,2,-1
CN,BG,2000.0,1,2,-1
DE,LK,2022.0,1,2,-1
CH,MD,2022.0,1,6,-5
CA,GY,2012.0,1,1,0
ZW,NL,2020.0,2,1,1
GB,BJ,2018.0,1,3,-2
nan,BW,2012.0,1,1,0
AR,RO,2016.0,1,1,0
AU,KG,2014.0,1,1,0
NG,TZ,2004.0,1,1,0
AE,MA,2022.0,1,6,-5
CH,UY,2020.0,1,2,-1
GB,RW,2021.0,1,4,-3
GB,AZ,2018.0,1,2,-1
IT,PA,2021.0,1,1,0
ZW,CN,2016.0,1,1,0
AU,TT,2012.0,1,1,0
IL,BR,2000.0,3,2,1
GR,nan,2017.0,4,5,-1
QA,IR,2017.0,1,2,-1
AM,IT,2003.0,3,13,-10
IN,RU,2011.0,5,13,-8
SG,ZA,2005.0,3,1,2
FR,RS,2004.0,2,2,0
QA,DK,2008.0,1,1,0
SD,TR,2022.0,1,1,0
BA,RS,2006.0,3,5,-2
DE,CM,2000.0,1,2,-1
GB,GE,2007.0,2,5,-3
MA,SY,2019.0,2,1,1
RU,VE,2003.0,1,1,0
RU,MK,2018.0,1,6,-5
CO,NI,2008.0,1,1,0
BR,PY,2000.0,1,1,0
RU,NI,2022.0,1,1,0
IT,IQ,2020.0,1,1,0
IL,PH,2015.0,3,2,1
PH,OM,2017.0,1,1,0
NC,AU,2003.0,1,1,0
IN,TR,1998.0,1,1,0
SI,TW,2013.0,1,3,-2
EE,BY,2020.0,1,2,-1
PL,AM,2021.0,1,0,1
AL,,2005.0,5,0,5
NL,TH,2023.0,1,0,1
ML,ZM,2019.0,2,0,2
HT,,2013.0,3,0,3
GR,IL,1999.0,1,0,1
MA,ID,2005.0,1,0,1
PE,SS,2006.0,1,0,1
ZA,DZ,2022.0,1,0,1
PR,BR,2018.0,1,0,1
KW,SE,2002.0,1,0,1
SE,XK,2015.0,2,0,2
NL,PG,2014.0,1,0,1
SE,CY,2013.0,1,0,1
NL,BO,2020.0,1,0,1
GB,LS,2015.0,1,0,1
KW,ES,2009.0,1,0,1
MM,BN,2014.0,1,0,1
BB,GD,2017.0,1,0,1
DE,IS,2006.0,2,0,2
GP,ES,2019.0,1,0,1
nan,UY,2003.0,1,0,1
AT,MX,2011.0,3,0,3
HU,ZA,2004.0,1,0,1
BF,CI,2008.0,1,0,1
MZ,IN,2010.0,1,0,1
IT,LI,2012.0,2,0,2
BE,MU,2005.0,1,0,1
HR,XK,2005.0,1,0,1
PK,BE,2009.0,2,0,2
IE,BD,2012.0,2,0,2
VE,NL,2013.0,1,0,1
JM,ZA,2021.0,1,0,1
GI,GB,2016.0,1,0,1
ET,PK,2018.0,2,0,2
CW,ES,2012.0,1,0,1
SG,CY,2013.0,1,0,1
ZM,SG,2019.0,1,0,1
PK,MK,2008.0,1,0,1
DK,VN,2008.0,1,0,1
GF,BJ,2013.0,1,0,1
UA,TR,2006.0,1,0,1
FR,IS,2005.0,1,0,1
KZ,JP,2006.0,5,0,5
FJ,PK,2021.0,2,0,2
RW,SE,2011.0,1,0,1
AU,LY,2017.0,1,0,1
RU,BA,2004.0,1,0,1
CW,JP,2020.0,5,0,5
AE,AR,2021.0,2,0,2
MU,CH,1999.0,1,0,1
MX,HR,2011.0,1,0,1
AZ,ID,2006.0,1,0,1
UA,CO,1999.0,1,0,1
IT,AE,2003.0,1,0,1
SC,,2018.0,2,0,2
FJ,DE,2008.0,1,0,1
RU,ZW,2008.0,1,0,1
SD,UG,2021.0,1,0,1
MD,LT,2016.0,2,0,2
FI,LY,2018.0,1,0,1
MA,NE,2007.0,1,0,1
BD,BH,1997.0,1,0,1
FR,TJ,2022.0,1,0,1
TR,AM,2006.0,1,0,1
TN,SG,2014.0,1,0,1
DZ,LB,2014.0,2,0,2
JO,IR,2008.0,1,0,1
MX,NZ,2022.0,1,0,1
BB,DE,2019.0,1,0,1
AR,NO,2016.0,2,0,2
ML,CA,2008.0,2,0,2
YE,PK,2010.0,1,0,1
BE,ST,2022.0,1,0,1
SE,KH,2019.0,2,0,2
GE,UA,2013.0,1,0,1
MA,MG,2004.0,1,0,1
IE,JO,2009.0,1,0,1
PH,HK,2020.0,1,0,1
ES,MC,2017.0,1,0,1
GE,JO,2015.0,1,0,1
LY,DZ,2012.0,1,0,1
JO,DZ,2013.0,2,0,2
MT,BR,2007.0,2,0,2
BF,MA,2010.0,1,0,1
